observation_date,DSWP1,DSWP2,DSWP3,DSWP4,DSWP5,DSWP7,DSWP10,DSWP30
2014-07-16,0.31,0.67,1.11,1.50,1.80,2.24,2.65,3.32
2014-07-17,0.31,0.67,1.11,1.49,1.78,2.21,2.62,3.28
2014-07-18,0.31,0.66,1.11,1.48,1.77,2.20,2.60,3.26
2014-07-21,0.32,0.68,1.12,1.49,1.77,2.18,2.57,3.22
2014-07-22,0.31,0.68,1.12,1.50,1.79,2.21,2.60,3.25
2014-07-23,0.31,0.67,1.11,1.48,1.77,2.19,2.59,3.22
2014-07-24,0.32,0.69,1.14,1.53,1.81,2.24,2.63,3.28
2014-07-25,0.32,0.69,1.15,1.53,1.82,2.23,2.61,3.23
2014-07-28,0.33,0.70,1.15,1.53,1.82,2.22,2.60,3.20
2014-07-29,0.33,0.71,1.16,1.54,1.83,2.22,2.60,3.21
2014-07-30,0.36,0.76,1.22,1.60,1.89,2.29,2.66,3.24
2014-07-31,0.34,0.74,1.21,1.60,1.90,2.31,2.70,3.30
2014-08-01,0.32,0.69,1.14,1.53,1.82,2.25,2.65,3.28
2014-08-04,0.32,0.67,1.11,1.49,1.78,2.21,2.61,3.25
2014-08-05,0.33,0.69,1.14,1.53,1.83,2.26,2.66,3.30
2014-08-06,0.32,0.68,1.12,1.51,1.80,2.21,2.61,3.24
2014-08-07,0.32,0.68,1.12,1.50,1.79,2.20,2.60,3.23
2014-08-08,0.32,0.66,1.09,1.46,1.74,2.15,2.54,3.17
2014-08-11,0.32,0.68,1.12,1.50,1.79,2.20,2.59,3.22
2014-08-12,0.32,0.67,1.11,1.49,1.77,2.19,2.59,3.22
2014-08-13,0.31,0.64,1.07,1.45,1.74,2.16,2.57,3.22
2014-08-14,0.30,0.63,1.06,1.43,1.72,2.14,2.55,3.19
2014-08-15,0.30,0.63,1.04,1.40,1.69,2.09,2.48,3.10
2014-08-18,0.31,0.65,1.08,1.45,1.73,2.14,2.53,3.15
2014-08-19,0.31,0.65,1.08,1.45,1.73,2.15,2.55,3.19
2014-08-20,0.31,0.67,1.10,1.47,1.76,2.18,2.58,3.22
2014-08-21,0.32,0.69,1.13,1.50,1.79,2.19,2.57,3.19
2014-08-22,0.33,0.72,1.16,1.54,1.82,2.20,2.57,3.17
2014-08-25,0.34,0.72,1.17,1.54,1.82,2.19,2.55,3.14
2014-08-26,0.34,0.73,1.17,1.53,1.80,2.17,2.53,3.12
2014-08-27,0.33,0.71,1.15,1.51,1.78,2.16,2.52,3.12
2014-08-28,0.34,0.72,1.16,1.52,1.78,2.14,2.48,3.05
2014-08-29,0.34,0.72,1.15,1.51,1.78,2.14,2.49,3.06
2014-09-02,0.34,0.74,1.19,1.55,1.82,2.19,2.55,3.14
2014-09-03,0.34,0.74,1.18,1.55,1.82,2.20,2.56,3.15
2014-09-04,0.35,0.75,1.20,1.57,1.84,2.22,2.57,3.17
2014-09-05,0.34,0.72,1.16,1.53,1.80,2.19,2.55,3.17
2014-09-08,0.34,0.72,1.16,1.53,1.80,2.19,2.55,3.16
2014-09-09,0.36,0.77,1.23,1.61,1.88,2.26,2.61,3.20
2014-09-10,0.37,0.78,1.25,1.63,1.92,2.31,2.66,3.25
2014-09-11,0.36,0.78,1.25,1.63,1.91,2.30,2.65,3.24
2014-09-12,0.37,0.81,1.28,1.68,1.97,2.37,2.74,3.33
2014-09-15,0.36,0.79,1.26,1.66,1.95,2.36,2.73,3.32
2014-09-16,0.36,0.79,1.25,1.65,1.95,2.36,2.73,3.33
2014-09-17,0.36,0.77,1.24,1.64,1.93,2.34,2.72,3.34
2014-09-18,0.37,0.82,1.31,1.72,2.02,2.42,2.78,3.36
2014-09-19,0.37,0.81,1.31,1.71,2.00,2.40,2.75,3.34
2014-09-22,0.36,0.80,1.28,1.67,1.96,2.34,2.69,3.27
2014-09-23,0.36,0.80,1.27,1.66,1.94,2.33,2.67,3.25
2014-09-24,0.37,0.80,1.27,1.66,1.94,2.32,2.67,3.24
2014-09-25,0.36,0.79,1.27,1.65,1.93,2.31,2.66,3.23
2014-09-26,0.36,0.81,1.29,1.67,1.95,2.32,2.65,3.21
2014-09-29,0.36,0.82,1.30,1.67,1.94,2.30,2.63,3.16
2014-09-30,0.37,0.83,1.31,1.68,1.94,2.30,2.64,3.18
2014-10-01,0.35,0.79,1.26,1.62,1.88,2.25,2.58,3.15
2014-10-02,0.35,0.78,1.24,1.60,1.86,2.22,2.56,3.13
2014-10-03,0.36,0.83,1.31,1.68,1.94,2.30,2.62,3.16
2014-10-06,0.35,0.81,1.27,1.63,1.89,2.25,2.59,3.14
2014-10-07,0.35,0.79,1.24,1.59,1.85,2.21,2.55,3.10
2014-10-08,0.35,0.76,1.20,1.55,1.81,2.16,2.49,3.05
2014-10-09,0.32,0.71,1.15,1.49,1.75,2.12,2.47,3.05
2014-10-10,0.32,0.71,1.14,1.49,1.74,2.10,2.45,3.03
2014-10-14,0.30,0.65,1.06,1.39,1.65,2.01,2.36,2.96
2014-10-15,0.29,0.57,0.93,1.23,1.47,1.84,2.21,2.84
2014-10-16,0.32,0.62,0.98,1.30,1.56,1.93,2.30,2.92
2014-10-17,0.32,0.64,1.03,1.36,1.62,2.00,2.37,2.99
2014-10-20,0.30,0.62,1.00,1.33,1.59,1.97,2.33,2.96
2014-10-21,0.30,0.62,1.00,1.34,1.60,1.99,2.35,2.96
2014-10-22,0.31,0.63,1.01,1.35,1.62,2.00,2.36,2.97
2014-10-23,0.31,0.65,1.05,1.39,1.66,2.05,2.41,3.02
2014-10-24,0.31,0.65,1.05,1.40,1.67,2.05,2.40,3.01
2014-10-27,0.31,0.64,1.04,1.39,1.66,2.04,2.40,3.01
2014-10-28,0.30,0.64,1.04,1.39,1.67,2.06,2.42,3.03
2014-10-29,0.31,0.65,1.06,1.42,1.70,2.09,2.45,3.05
2014-10-30,0.32,0.68,1.10,1.46,1.73,2.10,2.43,3.00
2014-10-31,0.33,0.71,1.14,1.50,1.77,2.14,2.49,3.07
2014-11-03,0.34,0.74,1.17,1.53,1.80,2.18,2.52,3.08
2014-11-04,0.33,0.71,1.13,1.48,1.74,2.12,2.46,3.02
2014-11-05,0.34,0.73,1.16,1.52,1.78,2.16,2.50,3.05
2014-11-06,0.34,0.75,1.17,1.53,1.79,2.17,2.51,3.06
2014-11-07,0.34,0.73,1.15,1.50,1.76,2.13,2.47,3.03
2014-11-10,0.34,0.73,1.15,1.50,1.76,2.12,2.46,3.03
2014-11-12,0.35,0.74,1.16,1.50,1.76,2.12,2.46,3.02
2014-11-13,0.34,0.74,1.17,1.51,1.77,2.14,2.48,3.05
2014-11-14,0.35,0.75,1.18,1.52,1.78,2.14,2.48,3.04
2014-11-17,0.34,0.73,1.15,1.49,1.75,2.12,2.46,3.03
2014-11-18,0.34,0.72,1.14,1.48,1.74,2.11,2.44,3.01
2014-11-19,0.35,0.74,1.17,1.51,1.77,2.14,2.47,3.03
2014-11-20,0.34,0.73,1.16,1.51,1.77,2.14,2.47,3.03
2014-11-21,0.34,0.72,1.14,1.49,1.75,2.11,2.44,3.00
2014-11-24,0.34,0.73,1.15,1.49,1.75,2.12,2.45,3.00
2014-11-25,0.34,0.72,1.14,1.47,1.73,2.09,2.42,2.98
2014-11-26,0.34,0.71,1.11,1.43,1.68,2.04,2.36,2.92
2014-11-28,0.34,0.70,1.10,1.42,1.66,2.01,2.34,2.90
2014-12-01,0.33,0.68,1.06,1.38,1.62,1.98,2.32,2.89
2014-12-02,0.35,0.74,1.15,1.47,1.72,2.08,2.41,2.97
2014-12-03,0.36,0.76,1.17,1.50,1.75,2.10,2.43,2.98
2014-12-04,0.36,0.76,1.17,1.49,1.73,2.07,2.38,2.93
2014-12-05,0.40,0.85,1.28,1.59,1.82,2.14,2.43,2.94
2014-12-08,0.41,0.87,1.29,1.60,1.82,2.13,2.41,2.91
2014-12-09,0.40,0.82,1.23,1.54,1.75,2.05,2.33,2.84
2014-12-10,0.40,0.83,1.23,1.53,1.74,2.04,2.32,2.83
2014-12-11,0.41,0.84,1.25,1.55,1.76,2.05,2.32,2.83
2014-12-12,0.38,0.78,1.17,1.46,1.66,1.95,2.23,2.73
2014-12-15,0.40,0.82,1.21,1.51,1.71,1.99,2.25,2.73
2014-12-16,0.39,0.79,1.18,1.47,1.68,1.95,2.21,2.68
2014-12-17,0.40,0.80,1.19,1.49,1.69,1.96,2.21,2.67
2014-12-18,0.42,0.86,1.27,1.58,1.80,2.09,2.35,2.78
2014-12-19,0.43,0.86,1.27,1.56,1.78,2.06,2.32,2.76
2014-12-22,0.43,0.89,1.29,1.59,1.80,2.07,2.31,2.73
2014-12-23,0.45,0.92,1.33,1.62,1.83,2.09,2.32,2.73
2014-12-24,0.45,0.93,1.35,1.66,1.88,2.17,2.42,2.83
2014-12-26,0.45,0.93,1.34,1.65,1.86,2.14,2.38,2.78
2014-12-29,0.44,0.89,1.30,1.60,1.81,2.08,2.32,2.72
2014-12-30,0.44,0.89,1.28,1.57,1.78,2.05,2.29,2.70
2014-12-31,0.44,0.89,1.29,1.58,1.79,2.06,2.31,2.71
2015-01-02,0.45,0.89,1.28,1.55,1.74,2.00,2.23,2.65
2015-01-05,0.45,0.89,1.27,1.52,1.70,1.95,2.17,2.57
2015-01-06,0.43,0.84,1.20,1.45,1.62,1.86,2.08,2.49
2015-01-07,0.44,0.85,1.20,1.45,1.62,1.87,2.09,2.49
2015-01-08,0.44,0.85,1.20,1.46,1.64,1.90,2.13,2.54
2015-01-09,0.40,0.79,1.14,1.39,1.58,1.85,2.10,2.52
2015-01-12,0.41,0.79,1.12,1.37,1.55,1.82,2.06,2.48
2015-01-13,0.41,0.78,1.12,1.36,1.55,1.81,2.05,2.45
2015-01-14,0.38,0.71,1.02,1.26,1.44,1.70,1.94,2.36
2015-01-15,0.38,0.70,1.00,1.23,1.41,1.67,1.92,2.36
2015-01-16,0.39,0.72,1.02,1.26,1.43,1.69,1.94,2.36
2015-01-20,0.39,0.71,1.00,1.23,1.40,1.65,1.88,2.30
2015-01-21,0.39,0.72,1.03,1.26,1.44,1.69,1.94,2.32
2015-01-22,0.40,0.76,1.09,1.33,1.51,1.77,2.01,2.39
2015-01-23,0.40,0.75,1.07,1.31,1.48,1.73,1.95,2.31
2015-01-26,0.41,0.78,1.10,1.35,1.52,1.77,1.99,2.34
2015-01-27,0.40,0.74,1.04,1.27,1.45,1.68,1.90,2.27
2015-01-28,0.41,0.75,1.06,1.30,1.47,1.71,1.93,2.29
2015-01-29,0.41,0.75,1.05,1.28,1.45,1.68,1.90,2.25
2015-01-30,0.40,0.71,1.00,1.21,1.37,1.60,1.82,2.17
2015-02-02,0.40,0.71,1.00,1.21,1.37,1.61,1.83,2.19
2015-02-03,0.41,0.73,1.02,1.24,1.41,1.65,1.87,2.24
2015-02-04,0.43,0.78,1.09,1.31,1.48,1.73,1.96,2.34
2015-02-05,0.43,0.78,1.08,1.31,1.48,1.73,1.95,2.33
2015-02-06,0.49,0.88,1.21,1.45,1.62,1.86,2.07,2.43
2015-02-09,0.49,0.90,1.23,1.46,1.63,1.86,2.06,2.39
2015-02-10,0.49,0.91,1.25,1.50,1.67,1.91,2.12,2.47
2015-02-11,0.50,0.92,1.26,1.51,1.68,1.93,2.15,2.51
2015-02-12,0.49,0.90,1.24,1.48,1.66,1.90,2.11,2.46
2015-02-13,0.48,0.89,1.23,1.48,1.66,1.91,2.14,2.52
2015-02-17,0.50,0.93,1.28,1.54,1.73,1.98,2.21,2.58
2015-02-18,0.51,0.94,1.30,1.56,1.76,2.02,2.24,2.60
2015-02-19,0.48,0.88,1.23,1.50,1.69,1.96,2.20,2.59
2015-02-20,0.49,0.90,1.25,1.51,1.70,1.97,2.20,2.59
2015-02-23,0.48,0.90,1.26,1.52,1.71,1.98,2.21,2.59
2015-02-24,0.47,0.89,1.24,1.50,1.68,1.95,2.18,2.56
2015-02-25,0.47,0.86,1.19,1.44,1.62,1.87,2.10,2.48
2015-02-26,0.48,0.89,1.23,1.48,1.66,1.90,2.12,2.48
2015-02-27,0.48,0.88,1.23,1.48,1.66,1.91,2.14,2.51
2015-03-02,0.49,0.91,1.26,1.52,1.71,1.96,2.18,2.54
2015-03-03,0.50,0.93,1.29,1.55,1.75,2.00,2.23,2.59
2015-03-04,0.49,0.92,1.28,1.55,1.75,2.01,2.24,2.60
2015-03-05,0.49,0.91,1.28,1.55,1.75,2.02,2.25,2.62
2015-03-06,0.53,0.97,1.35,1.63,1.83,2.11,2.35,2.72
2015-03-09,0.52,0.96,1.33,1.61,1.81,2.08,2.31,2.68
2015-03-10,0.52,0.95,1.31,1.57,1.76,2.02,2.25,2.61
2015-03-11,0.53,0.96,1.32,1.58,1.77,2.02,2.24,2.58
2015-03-12,0.51,0.93,1.29,1.55,1.73,1.98,2.19,2.53
2015-03-13,0.51,0.93,1.28,1.54,1.73,1.99,2.21,2.56
2015-03-16,0.51,0.92,1.27,1.53,1.72,1.97,2.19,2.53
2015-03-17,0.52,0.93,1.27,1.52,1.70,1.95,2.17,2.49
2015-03-18,0.52,0.94,1.28,1.52,1.69,1.93,2.13,2.44
2015-03-19,0.49,0.86,1.18,1.42,1.59,1.82,2.02,2.33
2015-03-20,0.48,0.85,1.16,1.40,1.58,1.82,2.03,2.35
2015-03-23,0.49,0.85,1.16,1.39,1.56,1.81,2.02,2.35
2015-03-24,0.49,0.84,1.15,1.38,1.55,1.79,2.00,2.33
2015-03-25,0.47,0.83,1.13,1.35,1.52,1.76,1.98,2.31
2015-03-26,0.48,0.86,1.18,1.41,1.60,1.85,2.07,2.41
2015-03-27,0.47,0.83,1.15,1.39,1.57,1.83,2.06,2.40
2015-03-30,0.47,0.82,1.14,1.38,1.56,1.82,2.05,2.39
2015-03-31,0.46,0.81,1.12,1.36,1.54,1.80,2.03,2.38
2015-04-01,0.46,0.79,1.09,1.32,1.50,1.75,1.98,2.33
2015-04-02,0.47,0.80,1.10,1.34,1.52,1.77,2.01,2.37
2015-04-07,0.45,0.78,1.08,1.32,1.51,1.78,2.03,2.42
2015-04-08,0.45,0.78,1.08,1.32,1.50,1.76,2.00,2.38
2015-04-09,0.46,0.80,1.11,1.35,1.53,1.78,2.01,2.39
2015-04-10,0.47,0.81,1.12,1.36,1.55,1.80,2.04,2.41
2015-04-13,0.46,0.81,1.12,1.36,1.54,1.80,2.04,2.43
2015-04-14,0.45,0.77,1.06,1.28,1.46,1.71,1.94,2.33
2015-04-15,0.45,0.77,1.06,1.29,1.47,1.72,1.97,2.36
2015-04-16,0.45,0.78,1.08,1.31,1.49,1.76,2.01,2.41
2015-04-17,0.45,0.78,1.08,1.31,1.49,1.75,1.99,2.39
2015-04-20,0.46,0.78,1.07,1.30,1.48,1.73,1.96,2.35
2015-04-21,0.47,0.80,1.10,1.32,1.50,1.75,1.98,2.35
2015-04-22,0.47,0.81,1.12,1.36,1.54,1.80,2.03,2.40
2015-04-23,0.47,0.80,1.11,1.35,1.53,1.80,2.03,2.39
2015-04-24,0.46,0.78,1.07,1.30,1.48,1.75,1.99,2.37
2015-04-27,0.46,0.79,1.09,1.32,1.51,1.78,2.02,2.41
2015-04-28,0.46,0.79,1.09,1.33,1.52,1.79,2.03,2.43
2015-04-29,0.47,0.82,1.13,1.39,1.59,1.88,2.14,2.55
2015-04-30,0.49,0.86,1.19,1.45,1.65,1.94,2.19,2.58
2015-05-01,0.49,0.86,1.18,1.44,1.64,1.93,2.19,2.59
2015-05-04,0.49,0.85,1.18,1.44,1.64,1.94,2.20,2.61
2015-05-05,0.49,0.88,1.22,1.48,1.69,2.00,2.27,2.69
2015-05-06,0.50,0.89,1.25,1.52,1.73,2.04,2.31,2.73
2015-05-07,0.49,0.90,1.25,1.52,1.72,2.02,2.29,2.70
2015-05-08,0.46,0.84,1.18,1.43,1.63,1.93,2.20,2.63
2015-05-11,0.48,0.87,1.21,1.48,1.69,2.00,2.28,2.74
2015-05-12,0.48,0.87,1.23,1.51,1.73,2.05,2.34,2.78
2015-05-13,0.46,0.83,1.18,1.45,1.68,2.01,2.30,2.77
2015-05-14,0.45,0.82,1.16,1.44,1.66,1.99,2.29,2.77
2015-05-15,0.45,0.81,1.14,1.41,1.62,1.94,2.22,2.70
2015-05-18,0.46,0.83,1.16,1.44,1.66,1.99,2.28,2.75
2015-05-19,0.48,0.86,1.21,1.49,1.71,2.03,2.32,2.76
2015-05-20,0.48,0.85,1.20,1.47,1.69,2.02,2.30,2.76
2015-05-21,0.48,0.84,1.19,1.45,1.67,1.99,2.28,2.73
2015-05-22,0.50,0.88,1.22,1.48,1.69,2.00,2.27,2.70
2015-05-26,0.51,0.89,1.22,1.48,1.69,1.98,2.25,2.67
2015-05-27,0.51,0.89,1.23,1.49,1.69,1.98,2.24,2.66
2015-05-28,0.50,0.87,1.20,1.46,1.66,1.96,2.23,2.65
2015-05-29,0.49,0.85,1.18,1.43,1.63,1.93,2.20,2.62
2015-06-01,0.49,0.87,1.19,1.44,1.65,1.96,2.23,2.67
2015-06-02,0.51,0.90,1.24,1.51,1.73,2.04,2.32,2.75
2015-06-03,0.51,0.91,1.27,1.56,1.79,2.12,2.41,2.83
2015-06-04,0.51,0.91,1.27,1.55,1.79,2.12,2.40,2.82
2015-06-05,0.55,0.98,1.35,1.64,1.88,2.20,2.48,2.88
2015-06-08,0.54,0.95,1.32,1.60,1.84,2.17,2.46,2.88
2015-06-09,0.55,0.97,1.35,1.65,1.88,2.23,2.52,2.95
2015-06-10,0.56,0.98,1.36,1.66,1.91,2.25,2.55,2.98
2015-06-11,0.57,1.00,1.37,1.66,1.90,2.23,2.51,2.93
2015-06-12,0.57,0.98,1.33,1.61,1.84,2.16,2.43,2.84
2015-06-15,0.55,0.96,1.32,1.60,1.83,2.15,2.44,2.86
2015-06-16,0.56,0.96,1.31,1.59,1.82,2.15,2.44,2.87
2015-06-17,0.57,0.99,1.35,1.63,1.86,2.18,2.45,2.88
2015-06-18,0.51,0.90,1.25,1.54,1.78,2.12,2.42,2.88
2015-06-19,0.50,0.88,1.21,1.49,1.72,2.06,2.36,2.82
2015-06-22,0.52,0.91,1.26,1.54,1.78,2.13,2.43,2.88
2015-06-23,0.53,0.92,1.27,1.57,1.81,2.16,2.47,2.93
2015-06-24,0.52,0.92,1.29,1.58,1.83,2.18,2.51,2.97
2015-06-25,0.52,0.93,1.30,1.60,1.84,2.20,2.51,2.97
2015-06-26,0.53,0.94,1.31,1.61,1.86,2.23,2.55,3.01
2015-06-29,0.51,0.90,1.26,1.55,1.79,2.15,2.47,2.95
2015-06-30,0.51,0.90,1.25,1.54,1.78,2.14,2.46,2.94
2015-07-01,0.53,0.93,1.29,1.58,1.82,2.19,2.51,2.99
2015-07-02,0.51,0.90,1.26,1.55,1.79,2.16,2.49,2.98
2015-07-06,0.50,0.88,1.22,1.51,1.75,2.12,2.45,2.96
2015-07-07,0.47,0.82,1.14,1.41,1.64,2.00,2.33,2.82
2015-07-08,0.48,0.83,1.16,1.44,1.68,2.04,2.37,2.84
2015-07-09,0.47,0.83,1.16,1.45,1.69,2.06,2.39,2.87
2015-07-10,0.50,0.87,1.22,1.51,1.76,2.13,2.47,2.96
2015-07-13,0.53,0.93,1.28,1.58,1.83,2.19,2.52,2.99
2015-07-14,0.51,0.89,1.24,1.54,1.79,2.16,2.50,2.99
2015-07-15,0.52,0.90,1.26,1.55,1.79,2.15,2.48,2.96
2015-07-16,0.53,0.91,1.25,1.53,1.77,2.12,2.44,2.91
2015-07-17,0.54,0.93,1.27,1.56,1.79,2.13,2.44,2.88
2015-07-20,0.56,0.96,1.30,1.58,1.82,2.15,2.45,2.89
2015-07-21,0.56,0.95,1.29,1.57,1.80,2.15,2.45,2.90
2015-07-22,0.56,0.94,1.28,1.55,1.77,2.10,2.39,2.83
2015-07-23,0.57,0.97,1.31,1.59,1.81,2.13,2.42,2.85
2015-07-24,0.55,0.93,1.26,1.53,1.74,2.07,2.35,2.78
2015-07-27,0.54,0.91,1.23,1.49,1.71,2.02,2.31,2.75
2015-07-28,0.55,0.91,1.23,1.50,1.72,2.04,2.34,2.78
2015-07-29,0.55,0.93,1.26,1.53,1.75,2.08,2.37,2.80
2015-07-30,0.59,0.97,1.30,1.56,1.77,2.08,2.36,2.77
2015-07-31,0.55,0.90,1.22,1.47,1.68,2.00,2.28,2.71
2015-08-03,0.54,0.90,1.21,1.46,1.67,1.98,2.26,2.69
2015-08-04,0.55,0.91,1.22,1.47,1.68,1.98,2.26,2.68
2015-08-05,0.60,0.98,1.31,1.57,1.78,2.09,2.36,2.76
2015-08-06,0.58,0.95,1.28,1.54,1.74,2.05,2.32,2.72
2015-08-07,0.60,0.98,1.29,1.53,1.73,2.02,2.28,2.68
2015-08-10,0.60,0.98,1.29,1.54,1.74,2.03,2.30,2.69
2015-08-11,0.57,0.92,1.23,1.47,1.66,1.96,2.23,2.63
2015-08-12,0.54,0.88,1.17,1.41,1.60,1.89,2.17,2.57
2015-08-13,0.58,0.94,1.24,1.49,1.68,1.98,2.25,2.64
2015-08-14,0.60,0.96,1.27,1.51,1.71,2.01,2.27,2.67
2015-08-17,0.59,0.95,1.25,1.49,1.68,1.97,2.24,2.63
2015-08-18,0.59,0.95,1.26,1.50,1.69,1.99,2.25,2.65
2015-08-19,0.59,0.95,1.25,1.50,1.70,1.99,2.26,2.66
2015-08-20,0.55,0.89,1.18,1.42,1.61,1.90,2.18,2.58
2015-08-21,0.54,0.87,1.16,1.39,1.58,1.87,2.15,2.57
2015-08-24,0.50,0.80,1.07,1.30,1.49,1.79,2.07,2.51
2015-08-25,0.50,0.82,1.10,1.34,1.55,1.86,2.15,2.60
2015-08-26,0.48,0.79,1.08,1.33,1.54,1.87,2.18,2.65
2015-08-27,0.52,0.84,1.15,1.40,1.61,1.94,2.24,2.69
2015-08-28,0.52,0.83,1.12,1.37,1.58,1.91,2.21,2.67
2015-08-31,0.53,0.87,1.16,1.40,1.61,1.92,2.22,2.67
2015-09-01,0.54,0.86,1.15,1.39,1.59,1.92,2.22,2.69
2015-09-02,0.54,0.85,1.15,1.39,1.60,1.93,2.23,2.70
2015-09-03,0.53,0.84,1.14,1.39,1.60,1.93,2.25,2.73
2015-09-04,0.55,0.86,1.14,1.37,1.57,1.89,2.19,2.65
2015-09-08,0.55,0.85,1.14,1.38,1.58,1.91,2.22,2.70
2015-09-09,0.55,0.87,1.16,1.40,1.61,1.94,2.25,2.72
2015-09-10,0.56,0.86,1.15,1.39,1.59,1.92,2.23,2.69
2015-09-11,0.55,0.85,1.13,1.36,1.57,1.89,2.20,2.66
2015-09-14,0.55,0.86,1.13,1.36,1.57,1.90,2.20,2.68
2015-09-15,0.57,0.88,1.16,1.40,1.61,1.94,2.26,2.76
2015-09-16,0.58,0.90,1.18,1.42,1.63,1.97,2.28,2.79
2015-09-17,0.60,0.92,1.20,1.44,1.65,1.98,2.29,2.79
2015-09-18,0.51,0.81,1.09,1.33,1.54,1.87,2.19,2.70
2015-09-21,0.52,0.82,1.10,1.34,1.54,1.88,2.20,2.72
2015-09-22,0.51,0.79,1.06,1.29,1.49,1.82,2.14,2.66
2015-09-23,0.51,0.80,1.07,1.30,1.51,1.84,2.16,2.69
2015-09-24,0.50,0.77,1.02,1.25,1.45,1.77,2.09,2.59
2015-09-25,0.52,0.80,1.07,1.31,1.51,1.85,2.16,2.67
2015-09-28,0.51,0.78,1.03,1.26,1.46,1.78,2.09,2.59
2015-09-29,0.50,0.76,1.01,1.23,1.42,1.74,2.04,2.55
2015-09-30,0.50,0.75,0.99,1.20,1.39,1.70,2.01,2.53
2015-10-01,0.50,0.76,1.00,1.21,1.40,1.71,2.01,2.51
2015-10-02,0.46,0.69,0.92,1.12,1.31,1.62,1.93,2.46
2015-10-05,0.48,0.73,0.96,1.18,1.37,1.69,2.01,2.54
2015-10-06,0.48,0.73,0.97,1.19,1.38,1.71,2.03,2.57
2015-10-07,0.49,0.75,0.99,1.21,1.41,1.73,2.05,2.57
2015-10-08,0.50,0.76,1.01,1.23,1.43,1.74,2.05,2.57
2015-10-09,0.50,0.77,1.03,1.25,1.45,1.77,2.08,2.60
2015-10-13,0.49,0.75,1.01,1.23,1.42,1.74,2.05,2.57
2015-10-14,0.45,0.68,0.92,1.13,1.32,1.64,1.96,2.51
2015-10-15,0.47,0.71,0.95,1.16,1.35,1.66,1.97,2.50
2015-10-16,0.48,0.72,0.96,1.17,1.36,1.66,1.97,2.49
2015-10-19,0.47,0.73,0.97,1.19,1.38,1.70,2.01,2.55
2015-10-20,0.48,0.74,0.99,1.21,1.41,1.72,2.03,2.57
2015-10-21,0.48,0.73,0.97,1.19,1.38,1.69,2.00,2.52
2015-10-22,0.47,0.72,0.96,1.18,1.38,1.69,2.00,2.53
2015-10-23,0.50,0.75,1.01,1.23,1.42,1.74,2.04,2.55
2015-10-26,0.50,0.75,1.00,1.22,1.41,1.71,2.01,2.51
2015-10-27,0.49,0.73,0.96,1.17,1.36,1.67,1.97,2.47
2015-10-28,0.50,0.75,0.99,1.21,1.40,1.70,2.00,2.51
2015-10-29,0.55,0.84,1.10,1.32,1.50,1.80,2.08,2.56
2015-10-30,0.56,0.85,1.11,1.33,1.51,1.81,2.09,2.56
2015-11-02,0.56,0.87,1.13,1.34,1.53,1.82,2.10,2.57
2015-11-03,0.58,0.88,1.14,1.36,1.55,1.84,2.11,2.58
2015-11-04,0.60,0.91,1.18,1.39,1.57,1.85,2.12,2.58
2015-11-05,0.59,0.90,1.16,1.38,1.56,1.83,2.09,2.55
2015-11-06,0.64,0.98,1.27,1.50,1.68,1.96,2.23,2.69
2015-11-09,0.65,1.00,1.30,1.53,1.72,2.00,2.27,2.74
2015-11-10,0.63,0.96,1.25,1.48,1.66,1.94,2.22,2.68
2015-11-12,0.64,0.97,1.26,1.48,1.66,1.94,2.21,2.67
2015-11-13,0.63,0.95,1.23,1.44,1.62,1.90,2.16,2.62
2015-11-16,0.62,0.93,1.21,1.42,1.59,1.87,2.14,2.62
2015-11-17,0.65,0.97,1.25,1.47,1.64,1.92,2.18,2.65
2015-11-18,0.65,0.96,1.24,1.46,1.63,1.89,2.16,2.61
2015-11-19,0.64,0.94,1.20,1.41,1.57,1.83,2.08,2.52
2015-11-20,0.65,0.95,1.20,1.40,1.56,1.82,2.08,2.53
2015-11-23,0.67,0.98,1.23,1.43,1.59,1.84,2.09,2.52
2015-11-24,0.68,0.98,1.24,1.43,1.59,1.85,2.11,2.55
2015-11-25,0.69,0.99,1.25,1.45,1.60,1.85,2.11,2.55
2015-11-27,0.68,0.98,1.23,1.42,1.57,1.82,2.08,2.54
2015-11-30,0.69,1.00,1.24,1.43,1.58,1.82,2.07,2.53
2015-12-01,0.69,0.98,1.21,1.39,1.54,1.78,2.04,2.50
2015-12-02,0.70,1.00,1.24,1.42,1.57,1.81,2.07,2.51
2015-12-03,0.73,1.04,1.29,1.49,1.64,1.90,2.16,2.61
2015-12-04,0.73,1.04,1.29,1.49,1.66,1.93,2.20,2.66
2015-12-07,0.74,1.05,1.29,1.48,1.64,1.88,2.14,2.59
2015-12-08,0.75,1.05,1.29,1.47,1.62,1.87,2.12,2.57
2015-12-09,0.76,1.06,1.30,1.49,1.65,1.90,2.16,2.63
2015-12-10,0.75,1.04,1.28,1.48,1.63,1.88,2.15,2.62
2015-12-11,0.74,1.02,1.25,1.44,1.59,1.84,2.10,2.56
2015-12-14,0.74,1.01,1.25,1.43,1.59,1.85,2.11,2.58
2015-12-15,0.75,1.04,1.28,1.48,1.65,1.91,2.18,2.64
2015-12-16,0.76,1.06,1.31,1.51,1.68,1.94,2.20,2.66
2015-12-17,0.80,1.09,1.34,1.53,1.69,1.93,2.18,2.62
2015-12-18,0.81,1.10,1.34,1.53,1.67,1.91,2.15,2.59
