observation_date,DSWP1,DSWP2,DSWP3,DSWP4,DSWP5,DSWP7,DSWP10,DSWP30
2011-10-28,0.55,0.61,0.79,1.09,1.41,1.97,2.46,3.12
2011-10-31,0.52,0.56,0.73,1.01,1.32,1.86,2.36,3.00
2011-11-01,0.55,0.58,0.71,0.96,1.24,1.73,2.18,2.78
2011-11-02,0.54,0.58,0.71,0.96,1.25,1.75,2.22,2.86
2011-11-03,0.55,0.57,0.70,0.95,1.23,1.74,2.21,2.87
2011-11-04,0.56,0.59,0.71,0.94,1.22,1.73,2.21,2.88
2011-11-07,0.56,0.59,0.71,0.94,1.21,1.70,2.17,2.82
2011-11-08,0.58,0.60,0.72,0.96,1.24,1.73,2.19,2.83
2011-11-09,0.61,0.64,0.75,0.98,1.24,1.71,2.16,2.79
2011-11-10,0.62,0.66,0.78,1.02,1.29,1.76,2.21,2.84
2011-11-14,0.64,0.70,0.83,1.06,1.33,1.80,2.25,2.86
2011-11-15,0.67,0.71,0.83,1.05,1.32,1.77,2.20,2.80
2011-11-16,0.68,0.73,0.84,1.07,1.32,1.78,2.22,2.81
2011-11-17,0.75,0.79,0.89,1.10,1.35,1.79,2.22,2.78
2011-11-18,0.74,0.78,0.89,1.10,1.35,1.79,2.20,2.74
2011-11-21,0.76,0.79,0.90,1.09,1.33,1.75,2.14,2.66
2011-11-22,0.75,0.79,0.90,1.10,1.35,1.76,2.15,2.66
2011-11-23,0.77,0.80,0.90,1.10,1.34,1.75,2.13,2.60
2011-11-25,0.78,0.82,0.92,1.12,1.36,1.77,2.15,2.62
2011-11-28,0.76,0.80,0.92,1.14,1.39,1.82,2.21,2.70
2011-11-29,0.74,0.79,0.90,1.12,1.38,1.82,2.22,2.70
2011-11-30,0.62,0.66,0.80,1.05,1.33,1.80,2.23,2.75
2011-12-01,0.61,0.67,0.81,1.06,1.34,1.82,2.26,2.81
2011-12-02,0.64,0.71,0.86,1.11,1.39,1.85,2.28,2.80
2011-12-05,0.62,0.68,0.83,1.08,1.35,1.81,2.24,2.77
2011-12-06,0.64,0.69,0.82,1.06,1.32,1.78,2.20,2.75
2011-12-07,0.62,0.67,0.79,1.02,1.29,1.76,2.20,2.78
2011-12-08,0.62,0.65,0.77,0.98,1.23,1.69,2.13,2.72
2011-12-09,0.62,0.65,0.75,0.97,1.22,1.69,2.12,2.72
2011-12-12,0.64,0.66,0.77,0.98,1.24,1.71,2.16,2.77
2011-12-13,0.66,0.69,0.80,1.02,1.29,1.75,2.19,2.78
2011-12-14,0.70,0.72,0.82,1.02,1.26,1.68,2.08,2.66
2011-12-15,0.68,0.72,0.82,1.03,1.25,1.67,2.06,2.62
2011-12-16,0.68,0.70,0.79,1.00,1.23,1.64,2.04,2.61
2011-12-19,0.70,0.74,0.83,1.02,1.25,1.64,2.02,2.58
2011-12-20,0.69,0.74,0.85,1.05,1.27,1.68,2.06,2.61
2011-12-21,0.70,0.74,0.84,1.04,1.28,1.70,2.10,2.67
2011-12-22,0.70,0.75,0.86,1.07,1.29,1.70,2.09,2.67
2011-12-23,0.72,0.78,0.90,1.12,1.36,1.80,2.20,2.78
2011-12-27,0.72,0.77,0.89,1.11,1.35,1.77,2.17,2.76
2011-12-28,0.72,0.78,0.90,1.09,1.32,1.72,2.10,2.67
2011-12-29,0.71,0.77,0.88,1.08,1.30,1.71,2.09,2.65
2011-12-30,0.68,0.74,0.84,1.03,1.25,1.65,2.04,2.61
2012-01-03,0.68,0.73,0.84,1.04,1.27,1.70,2.10,2.69
2012-01-04,0.68,0.73,0.83,1.03,1.26,1.69,2.10,2.71
2012-01-05,0.68,0.73,0.83,1.02,1.24,1.68,2.10,2.72
2012-01-06,0.64,0.69,0.79,0.99,1.22,1.66,2.10,2.72
2012-01-09,0.62,0.66,0.76,0.95,1.19,1.63,2.08,2.70
2012-01-10,0.61,0.65,0.76,0.97,1.21,1.67,2.11,2.74
2012-01-11,0.58,0.61,0.72,0.93,1.17,1.63,2.07,2.71
2012-01-12,0.54,0.58,0.70,0.90,1.15,1.61,2.05,2.70
2012-01-13,0.56,0.59,0.69,0.88,1.12,1.57,2.00,2.64
2012-01-17,0.55,0.57,0.67,0.87,1.11,1.56,2.00,2.62
2012-01-18,0.56,0.59,0.68,0.88,1.12,1.56,2.00,2.64
2012-01-19,0.56,0.59,0.70,0.92,1.17,1.63,2.10,2.74
2012-01-20,0.56,0.59,0.71,0.93,1.19,1.67,2.13,2.80
2012-01-23,0.54,0.58,0.71,0.95,1.23,1.72,2.20,2.87
2012-01-24,0.55,0.59,0.72,0.95,1.23,1.71,2.19,2.86
2012-01-25,0.55,0.58,0.70,0.94,1.21,1.69,2.17,2.85
2012-01-26,0.51,0.53,0.61,0.81,1.06,1.55,2.05,2.80
2012-01-27,0.53,0.54,0.63,0.82,1.07,1.55,2.05,2.81
2012-01-30,0.52,0.55,0.63,0.80,1.04,1.50,1.97,2.70
2012-01-31,0.50,0.52,0.60,0.78,1.00,1.47,1.94,2.68
2012-02-01,0.48,0.50,0.58,0.76,0.99,1.45,1.93,2.67
2012-02-02,0.46,0.48,0.56,0.74,0.97,1.44,1.93,2.71
2012-02-03,0.47,0.51,0.60,0.80,1.03,1.53,2.04,2.83
2012-02-06,0.48,0.51,0.62,0.82,1.05,1.54,2.04,2.80
2012-02-07,0.49,0.53,0.64,0.84,1.09,1.58,2.08,2.85
2012-02-08,0.49,0.53,0.65,0.86,1.11,1.60,2.10,2.85
2012-02-09,0.48,0.52,0.65,0.87,1.13,1.62,2.13,2.89
2012-02-10,0.50,0.55,0.66,0.86,1.11,1.58,2.06,2.81
2012-02-13,0.50,0.55,0.66,0.86,1.10,1.57,2.04,2.79
2012-02-14,0.51,0.57,0.68,0.87,1.10,1.56,2.02,2.75
2012-02-15,0.51,0.56,0.67,0.86,1.08,1.54,2.01,2.74
2012-02-16,0.53,0.59,0.70,0.88,1.11,1.58,2.05,2.79
2012-02-17,0.54,0.60,0.73,0.94,1.17,1.63,2.11,2.83
2012-02-21,0.53,0.59,0.73,0.94,1.19,1.66,2.14,2.87
2012-02-22,0.52,0.59,0.72,0.93,1.17,1.64,2.11,2.84
2012-02-23,0.53,0.60,0.73,0.94,1.18,1.65,2.12,2.86
2012-02-24,0.54,0.61,0.73,0.93,1.16,1.62,2.09,2.81
2012-02-27,0.53,0.59,0.71,0.90,1.12,1.57,2.03,2.76
2012-02-28,0.51,0.57,0.69,0.88,1.10,1.54,2.01,2.73
2012-02-29,0.49,0.56,0.68,0.89,1.12,1.59,2.06,2.78
2012-03-01,0.48,0.56,0.69,0.91,1.16,1.64,2.12,2.84
2012-03-02,0.46,0.53,0.65,0.86,1.11,1.58,2.07,2.80
2012-03-05,0.48,0.54,0.67,0.88,1.11,1.59,2.07,2.81
2012-03-06,0.49,0.56,0.67,0.87,1.09,1.54,2.02,2.75
2012-03-07,0.49,0.55,0.67,0.87,1.10,1.57,2.05,2.79
2012-03-08,0.48,0.56,0.69,0.89,1.12,1.59,2.08,2.86
2012-03-09,0.49,0.57,0.71,0.92,1.16,1.64,2.13,2.90
2012-03-12,0.50,0.57,0.70,0.91,1.14,1.60,2.09,2.84
2012-03-13,0.51,0.60,0.74,0.96,1.20,1.67,2.15,2.90
2012-03-14,0.52,0.65,0.82,1.06,1.32,1.81,2.30,3.05
2012-03-15,0.51,0.63,0.80,1.06,1.33,1.83,2.34,3.09
2012-03-16,0.50,0.62,0.81,1.09,1.37,1.88,2.39,3.13
2012-03-19,0.50,0.63,0.83,1.10,1.39,1.89,2.38,3.11
2012-03-20,0.52,0.65,0.85,1.14,1.43,1.94,2.43,3.16
2012-03-21,0.52,0.64,0.85,1.12,1.41,1.91,2.40,3.11
2012-03-22,0.52,0.62,0.81,1.07,1.34,1.84,2.33,3.05
2012-03-23,0.51,0.61,0.80,1.06,1.33,1.82,2.30,3.01
2012-03-26,0.50,0.60,0.80,1.07,1.35,1.86,2.35,3.08
2012-03-27,0.48,0.57,0.74,0.99,1.26,1.76,2.26,3.01
2012-03-28,0.48,0.56,0.73,0.99,1.25,1.75,2.24,3.00
2012-03-29,0.50,0.58,0.75,0.99,1.25,1.74,2.24,2.98
2012-03-30,0.50,0.58,0.75,0.98,1.24,1.74,2.23,2.98
2012-04-02,0.50,0.58,0.75,0.99,1.25,1.75,2.26,3.00
2012-04-03,0.51,0.59,0.76,1.00,1.25,1.76,2.26,3.02
2012-04-04,0.53,0.62,0.79,1.04,1.31,1.82,2.34,3.09
2012-04-05,0.54,0.64,0.80,1.04,1.30,1.80,2.31,3.06
2012-04-06,0.54,0.61,0.74,0.95,1.19,1.66,2.15,2.91
2012-04-09,0.54,0.61,0.73,0.94,1.17,1.64,2.12,2.88
2012-04-10,0.53,0.59,0.72,0.92,1.16,1.62,2.10,2.85
2012-04-11,0.53,0.59,0.72,0.94,1.18,1.65,2.14,2.88
2012-04-12,0.50,0.56,0.70,0.92,1.17,1.65,2.15,2.91
2012-04-13,0.52,0.57,0.70,0.91,1.15,1.62,2.11,2.85
2012-04-16,0.52,0.57,0.69,0.89,1.13,1.58,2.07,2.81
2012-04-17,0.50,0.56,0.69,0.91,1.15,1.63,2.12,2.86
2012-04-18,0.51,0.57,0.69,0.90,1.14,1.60,2.09,2.85
2012-04-19,0.51,0.57,0.69,0.90,1.14,1.60,2.08,2.82
2012-04-20,0.51,0.57,0.70,0.91,1.15,1.61,2.10,2.86
2012-04-23,0.52,0.57,0.68,0.88,1.12,1.56,2.04,2.77
2012-04-24,0.52,0.58,0.70,0.91,1.14,1.61,2.09,2.83
2012-04-25,0.51,0.57,0.71,0.93,1.17,1.64,2.12,2.86
2012-04-26,0.51,0.56,0.68,0.88,1.12,1.59,2.08,2.83
2012-04-27,0.51,0.56,0.69,0.90,1.14,1.60,2.09,2.86
2012-04-30,0.50,0.55,0.66,0.87,1.10,1.55,2.04,2.81
2012-05-01,0.50,0.55,0.67,0.88,1.12,1.58,2.07,2.86
2012-05-02,0.50,0.55,0.66,0.87,1.10,1.56,2.05,2.82
2012-05-03,0.50,0.54,0.67,0.87,1.11,1.57,2.06,2.83
2012-05-04,0.50,0.54,0.66,0.86,1.08,1.54,2.02,2.82
2012-05-07,0.51,0.55,0.66,0.85,1.07,1.52,2.00,2.78
2012-05-08,0.52,0.56,0.67,0.84,1.07,1.50,1.98,2.75
2012-05-09,0.55,0.59,0.68,0.86,1.08,1.51,1.98,2.74
2012-05-10,0.53,0.58,0.68,0.88,1.10,1.55,2.02,2.80
2012-05-11,0.55,0.60,0.70,0.88,1.10,1.53,1.99,2.75
2012-05-14,0.59,0.64,0.73,0.89,1.09,1.50,1.94,2.65
2012-05-15,0.59,0.64,0.74,0.90,1.10,1.51,1.94,2.64
2012-05-16,0.59,0.65,0.75,0.91,1.12,1.52,1.94,2.64
2012-05-17,0.59,0.65,0.74,0.90,1.09,1.46,1.88,2.55
2012-05-18,0.59,0.66,0.75,0.91,1.09,1.46,1.87,2.53
2012-05-21,0.58,0.64,0.74,0.90,1.09,1.46,1.86,2.51
2012-05-22,0.57,0.63,0.74,0.90,1.11,1.50,1.92,2.59
2012-05-23,0.59,0.66,0.74,0.89,1.08,1.45,1.85,2.51
2012-05-24,0.57,0.64,0.73,0.91,1.11,1.50,1.91,2.58
2012-05-25,0.57,0.64,0.73,0.90,1.09,1.47,1.88,2.56
2012-05-29,0.57,0.63,0.73,0.89,1.09,1.46,1.87,2.56
2012-05-30,0.57,0.62,0.71,0.86,1.05,1.41,1.80,2.46
2012-05-31,0.57,0.61,0.68,0.81,0.99,1.33,1.72,2.35
2012-06-01,0.59,0.63,0.69,0.81,0.97,1.29,1.66,2.30
2012-06-04,0.58,0.62,0.69,0.83,1.01,1.35,1.72,2.31
2012-06-05,0.57,0.61,0.69,0.84,1.02,1.37,1.76,2.38
2012-06-06,0.54,0.59,0.67,0.83,1.02,1.39,1.79,2.41
2012-06-07,0.54,0.58,0.66,0.83,1.02,1.40,1.82,2.49
2012-06-08,0.54,0.58,0.66,0.82,1.01,1.38,1.79,2.46
2012-06-11,0.54,0.58,0.66,0.81,0.99,1.36,1.78,2.49
2012-06-12,0.54,0.58,0.67,0.82,1.01,1.39,1.81,2.51
2012-06-13,0.55,0.59,0.68,0.84,1.03,1.41,1.82,2.52
2012-06-14,0.54,0.60,0.67,0.82,1.01,1.38,1.79,2.47
2012-06-15,0.52,0.56,0.63,0.78,0.96,1.32,1.73,2.41
2012-06-18,0.51,0.54,0.62,0.77,0.96,1.33,1.75,2.41
2012-06-19,0.50,0.53,0.62,0.77,0.97,1.36,1.77,2.44
2012-06-20,0.48,0.53,0.62,0.78,0.98,1.38,1.81,2.51
2012-06-21,0.51,0.55,0.65,0.80,0.99,1.36,1.76,2.43
2012-06-22,0.49,0.54,0.64,0.81,1.01,1.39,1.80,2.47
2012-06-25,0.47,0.53,0.63,0.78,0.97,1.35,1.76,2.43
2012-06-26,0.49,0.55,0.64,0.80,0.98,1.36,1.77,2.44
2012-06-27,0.49,0.55,0.63,0.79,0.98,1.36,1.77,2.46
2012-06-28,0.51,0.56,0.63,0.77,0.95,1.31,1.72,2.42
2012-06-29,0.50,0.56,0.64,0.79,0.97,1.34,1.77,2.49
2012-07-02,0.51,0.55,0.62,0.75,0.93,1.29,1.72,2.44
2012-07-03,0.50,0.54,0.61,0.75,0.94,1.32,1.76,2.49
2012-07-05,0.48,0.53,0.60,0.73,0.91,1.30,1.73,2.46
2012-07-06,0.48,0.52,0.59,0.73,0.90,1.28,1.70,2.44
2012-07-09,0.49,0.52,0.59,0.72,0.89,1.26,1.68,2.40
2012-07-10,0.49,0.52,0.58,0.70,0.87,1.23,1.65,2.37
2012-07-11,0.46,0.50,0.57,0.69,0.85,1.21,1.63,2.35
2012-07-12,0.44,0.48,0.54,0.67,0.84,1.20,1.61,2.32
2012-07-13,0.45,0.49,0.57,0.70,0.87,1.23,1.64,2.35
2012-07-16,0.43,0.46,0.53,0.66,0.82,1.18,1.59,2.29
2012-07-17,0.43,0.47,0.54,0.67,0.84,1.20,1.62,2.33
2012-07-18,0.44,0.47,0.53,0.67,0.84,1.21,1.63,2.36
2012-07-19,0.42,0.44,0.51,0.65,0.82,1.20,1.63,2.35
2012-07-20,0.43,0.45,0.52,0.65,0.82,1.18,1.60,2.32
2012-07-23,0.43,0.45,0.51,0.63,0.79,1.14,1.55,2.28
2012-07-24,0.42,0.45,0.50,0.63,0.79,1.14,1.56,2.28
2012-07-25,0.42,0.44,0.50,0.62,0.78,1.13,1.54,2.25
2012-07-26,0.42,0.44,0.50,0.62,0.79,1.15,1.56,2.27
2012-07-27,0.43,0.46,0.53,0.67,0.85,1.22,1.64,2.37
2012-07-30,0.40,0.43,0.50,0.64,0.82,1.20,1.63,2.36
2012-07-31,0.40,0.42,0.47,0.60,0.78,1.16,1.59,2.33
2012-08-01,0.40,0.42,0.48,0.62,0.81,1.19,1.63,2.38
2012-08-02,0.41,0.43,0.50,0.64,0.82,1.20,1.63,2.37
2012-08-03,0.41,0.45,0.53,0.69,0.88,1.28,1.72,2.46
2012-08-06,0.41,0.44,0.52,0.66,0.86,1.25,1.68,2.42
2012-08-07,0.41,0.45,0.54,0.70,0.91,1.32,1.78,2.52
2012-08-08,0.42,0.47,0.56,0.71,0.91,1.31,1.76,2.50
2012-08-09,0.43,0.48,0.58,0.74,0.95,1.36,1.83,2.57
2012-08-10,0.42,0.46,0.55,0.71,0.91,1.31,1.77,2.52
2012-08-13,0.42,0.46,0.55,0.70,0.90,1.30,1.75,2.50
2012-08-14,0.43,0.47,0.56,0.72,0.93,1.35,1.81,2.57
2012-08-15,0.43,0.49,0.60,0.77,0.99,1.42,1.90,2.67
2012-08-16,0.44,0.49,0.60,0.78,1.00,1.44,1.93,2.70
2012-08-17,0.44,0.50,0.61,0.78,1.00,1.43,1.91,2.69
2012-08-20,0.44,0.50,0.60,0.78,0.99,1.43,1.91,2.69
2012-08-21,0.44,0.50,0.61,0.79,1.01,1.46,1.95,2.73
2012-08-22,0.43,0.48,0.58,0.74,0.95,1.39,1.87,2.63
2012-08-23,0.40,0.43,0.52,0.67,0.87,1.30,1.77,2.56
2012-08-24,0.41,0.44,0.53,0.68,0.88,1.30,1.76,2.54
2012-08-27,0.40,0.44,0.52,0.68,0.87,1.29,1.76,2.53
2012-08-28,0.40,0.44,0.51,0.66,0.85,1.26,1.72,2.51
2012-08-29,0.40,0.45,0.53,0.67,0.87,1.28,1.75,2.55
2012-08-30,0.40,0.43,0.50,0.65,0.84,1.26,1.72,2.52
2012-08-31,0.38,0.41,0.48,0.62,0.81,1.23,1.71,2.51
2012-09-04,0.37,0.39,0.45,0.58,0.77,1.18,1.66,2.46
2012-09-05,0.38,0.40,0.46,0.59,0.78,1.19,1.67,2.49
2012-09-06,0.39,0.42,0.50,0.65,0.85,1.29,1.78,2.58
2012-09-07,0.38,0.40,0.46,0.59,0.78,1.22,1.72,2.56
2012-09-10,0.38,0.40,0.47,0.61,0.80,1.26,1.77,2.63
2012-09-11,0.36,0.40,0.47,0.61,0.82,1.28,1.79,2.65
2012-09-12,0.36,0.39,0.47,0.63,0.84,1.32,1.84,2.69
2012-09-13,0.35,0.38,0.45,0.60,0.81,1.28,1.82,2.69
2012-09-14,0.35,0.37,0.46,0.63,0.85,1.35,1.92,2.85
2012-09-17,0.34,0.37,0.46,0.62,0.85,1.32,1.87,2.79
2012-09-18,0.36,0.39,0.46,0.62,0.84,1.30,1.83,2.74
2012-09-19,0.36,0.39,0.46,0.61,0.83,1.28,1.81,2.71
2012-09-20,0.36,0.39,0.46,0.61,0.81,1.25,1.77,2.67
2012-09-21,0.35,0.39,0.47,0.61,0.81,1.26,1.78,2.70
2012-09-24,0.36,0.40,0.46,0.60,0.79,1.23,1.74,2.65
2012-09-25,0.37,0.41,0.49,0.62,0.82,1.25,1.76,2.68
2012-09-26,0.39,0.43,0.49,0.61,0.79,1.19,1.68,2.57
2012-09-27,0.38,0.42,0.48,0.60,0.79,1.19,1.69,2.58
2012-09-28,0.34,0.37,0.44,0.56,0.75,1.17,1.67,2.55
2012-10-01,0.34,0.38,0.44,0.58,0.77,1.20,1.71,2.62
2012-10-02,0.35,0.38,0.44,0.57,0.76,1.18,1.70,2.60
2012-10-03,0.34,0.37,0.44,0.56,0.74,1.17,1.69,2.61
2012-10-04,0.35,0.38,0.45,0.57,0.75,1.18,1.71,2.63
2012-10-05,0.35,0.39,0.47,0.61,0.80,1.25,1.79,2.74
2012-10-09,0.34,0.38,0.46,0.60,0.80,1.23,1.77,2.72
2012-10-10,0.34,0.39,0.47,0.61,0.81,1.26,1.79,2.73
2012-10-11,0.34,0.39,0.47,0.62,0.81,1.25,1.77,2.69
2012-10-12,0.33,0.37,0.46,0.60,0.79,1.21,1.71,2.60
2012-10-15,0.33,0.37,0.45,0.60,0.79,1.20,1.71,2.61
2012-10-16,0.31,0.36,0.45,0.61,0.81,1.24,1.76,2.66
2012-10-17,0.31,0.37,0.47,0.63,0.84,1.29,1.82,2.74
2012-10-18,0.32,0.40,0.51,0.67,0.88,1.32,1.83,2.72
2012-10-19,0.33,0.40,0.51,0.67,0.88,1.31,1.82,2.74
2012-10-22,0.33,0.40,0.52,0.69,0.89,1.33,1.83,2.71
2012-10-23,0.33,0.40,0.51,0.67,0.87,1.30,1.80,2.66
2012-10-24,0.32,0.39,0.50,0.67,0.88,1.32,1.83,2.69
2012-10-25,0.33,0.41,0.53,0.70,0.92,1.36,1.86,2.72
2012-10-26,0.33,0.40,0.50,0.66,0.87,1.29,1.80,2.67
2012-10-29,0.33,0.39,0.49,0.65,0.84,1.26,1.75,2.62
2012-10-31,0.33,0.39,0.49,0.64,0.83,1.25,1.74,2.62
2012-11-01,0.33,0.38,0.47,0.63,0.83,1.26,1.77,2.64
2012-11-02,0.33,0.38,0.48,0.64,0.84,1.27,1.78,2.66
2012-11-05,0.32,0.37,0.46,0.60,0.79,1.20,1.71,2.59
2012-11-06,0.32,0.38,0.47,0.62,0.81,1.23,1.74,2.62
2012-11-07,0.32,0.37,0.44,0.58,0.77,1.18,1.68,2.55
2012-11-08,0.33,0.37,0.45,0.59,0.78,1.19,1.69,2.57
2012-11-09,0.33,0.38,0.46,0.59,0.78,1.18,1.67,2.51
2012-11-13,0.33,0.37,0.45,0.58,0.76,1.16,1.64,2.47
2012-11-14,0.32,0.37,0.44,0.58,0.76,1.15,1.63,2.47
2012-11-15,0.33,0.37,0.45,0.59,0.76,1.15,1.63,2.47
2012-11-16,0.34,0.38,0.45,0.59,0.76,1.14,1.63,2.47
2012-11-19,0.33,0.37,0.45,0.59,0.78,1.17,1.66,2.53
2012-11-20,0.33,0.38,0.46,0.61,0.79,1.19,1.68,2.54
2012-11-21,0.34,0.39,0.48,0.62,0.81,1.22,1.72,2.58
2012-11-23,0.34,0.40,0.48,0.63,0.81,1.23,1.73,2.59
2012-11-26,0.35,0.40,0.48,0.61,0.80,1.19,1.68,2.55
2012-11-27,0.34,0.40,0.48,0.61,0.79,1.19,1.68,2.56
2012-11-28,0.33,0.38,0.46,0.59,0.76,1.16,1.65,2.53
2012-11-29,0.33,0.38,0.45,0.59,0.77,1.18,1.68,2.58
2012-11-30,0.33,0.38,0.44,0.57,0.76,1.16,1.66,2.55
2012-12-03,0.33,0.37,0.45,0.58,0.76,1.18,1.68,2.59
2012-12-04,0.33,0.36,0.44,0.57,0.76,1.17,1.66,2.55
2012-12-05,0.32,0.36,0.43,0.56,0.73,1.13,1.64,2.53
2012-12-06,0.32,0.36,0.43,0.56,0.73,1.13,1.63,2.53
2012-12-07,0.32,0.35,0.43,0.56,0.74,1.15,1.66,2.58
2012-12-10,0.32,0.35,0.42,0.56,0.74,1.16,1.67,2.58
2012-12-11,0.31,0.35,0.43,0.57,0.76,1.18,1.70,2.63
2012-12-12,0.31,0.36,0.43,0.57,0.76,1.18,1.70,2.64
2012-12-13,0.31,0.36,0.46,0.61,0.81,1.25,1.77,2.70
2012-12-14,0.31,0.36,0.45,0.61,0.81,1.24,1.75,2.66
2012-12-17,0.31,0.36,0.47,0.63,0.83,1.26,1.77,2.67
2012-12-18,0.32,0.39,0.49,0.66,0.87,1.32,1.85,2.78
2012-12-19,0.33,0.39,0.50,0.66,0.87,1.31,1.83,2.75
2012-12-20,0.33,0.40,0.50,0.66,0.87,1.31,1.84,2.77
2012-12-21,0.34,0.40,0.50,0.66,0.87,1.30,1.81,2.74
2012-12-24,0.35,0.41,0.52,0.68,0.89,1.32,1.83,2.75
2012-12-26,0.35,0.41,0.51,0.67,0.88,1.30,1.81,2.75
2012-12-27,0.35,0.41,0.50,0.66,0.86,1.28,1.79,2.72
2012-12-28,0.34,0.40,0.49,0.64,0.85,1.27,1.78,2.72
2012-12-31,0.33,0.38,0.48,0.63,0.83,1.26,1.79,2.74
2013-01-02,0.33,0.39,0.50,0.66,0.88,1.34,1.88,2.87
2013-01-03,0.32,0.38,0.49,0.66,0.88,1.34,1.88,2.87
2013-01-04,0.32,0.40,0.52,0.71,0.94,1.41,1.97,2.93
2013-01-07,0.32,0.40,0.52,0.69,0.92,1.39,1.93,2.89
2013-01-08,0.32,0.39,0.50,0.68,0.90,1.36,1.90,2.86
2013-01-09,0.32,0.38,0.49,0.67,0.89,1.35,1.89,2.86
2013-01-10,0.31,0.38,0.50,0.68,0.91,1.38,1.92,2.88
2013-01-11,0.31,0.39,0.51,0.69,0.92,1.39,1.94,2.89
2013-01-14,0.31,0.38,0.50,0.67,0.89,1.34,1.88,2.83
2013-01-15,0.32,0.38,0.48,0.65,0.86,1.31,1.85,2.81
2013-01-16,0.32,0.37,0.48,0.64,0.86,1.31,1.85,2.81
2013-01-17,0.33,0.39,0.51,0.69,0.91,1.36,1.91,2.87
2013-01-18,0.33,0.40,0.51,0.69,0.90,1.36,1.90,2.85
2013-01-22,0.33,0.39,0.51,0.69,0.90,1.36,1.90,2.85
2013-01-23,0.32,0.38,0.49,0.66,0.87,1.33,1.87,2.81
2013-01-24,0.33,0.40,0.51,0.70,0.92,1.38,1.93,2.87
2013-01-25,0.34,0.42,0.54,0.73,0.96,1.43,1.98,2.93
2013-01-28,0.35,0.45,0.59,0.79,1.04,1.51,2.06,2.99
2013-01-29,0.35,0.43,0.57,0.77,1.01,1.48,2.03,2.96
2013-01-30,0.34,0.44,0.58,0.79,1.05,1.54,2.09,3.03
2013-01-31,0.34,0.43,0.57,0.78,1.03,1.52,2.07,3.02
2013-02-01,0.34,0.42,0.55,0.75,0.99,1.48,2.04,3.00
2013-02-04,0.33,0.42,0.55,0.75,1.00,1.49,2.06,3.00
2013-02-05,0.34,0.43,0.57,0.78,1.03,1.54,2.10,3.05
2013-02-06,0.33,0.41,0.55,0.76,1.00,1.50,2.07,3.04
2013-02-07,0.33,0.40,0.53,0.73,0.97,1.46,2.02,2.98
2013-02-08,0.33,0.41,0.55,0.75,1.00,1.49,2.06,3.02
