Date,Open,High,Low,Close,Adj Close,Volume
2020-12-01,177.029999,180.330002,175.910004,179.160004,154.358932,2626800
2020-12-02,178.919998,182.949997,178.880005,181.880005,156.702438,1673800
2020-12-03,181.330002,182.860001,179.369995,181.710007,156.555954,1449800
2020-12-04,182.339996,185.110001,181.720001,184.029999,158.554794,1323200
2020-12-07,180.529999,183.660004,180.089996,183.179993,157.822433,1211000
2020-12-08,182.110001,184.289993,179.470001,183.380005,157.994766,1545700
2020-12-09,184.300003,184.500000,180.940002,182.380005,157.864944,1407000
2020-12-10,181.440002,183.770004,181.169998,182.479996,157.951462,1831100
2020-12-11,181.339996,184.339996,179.770004,180.270004,156.038559,2010600
2020-12-14,181.710007,182.279999,177.539993,177.550003,153.684174,1382200
2020-12-15,178.539993,181.399994,177.759995,181.389999,157.007996,1440800
2020-12-16,181.440002,183.229996,181.000000,181.720001,157.293625,1223600
2020-12-17,183.080002,185.259995,182.199997,184.940002,160.080826,1954200
2020-12-18,185.210007,187.000000,181.869995,183.979996,159.249847,3581300
2020-12-21,181.570007,182.880005,179.660004,181.770004,157.336914,1831100
2020-12-22,181.839996,182.990005,180.610001,181.000000,156.670456,1001900
2020-12-23,181.449997,183.309998,180.199997,180.339996,156.099136,1289800
2020-12-24,177.830002,178.850006,177.149994,178.479996,156.660904,466100
2020-12-28,179.149994,181.070007,178.710007,180.389999,158.337418,951600
2020-12-29,181.139999,181.479996,178.690002,178.860001,156.994476,872100
2020-12-30,179.850006,180.179993,177.770004,178.000000,156.239594,813400
2020-12-31,178.559998,182.220001,178.110001,182.050003,159.794449,1400100
2021-01-04,183.100006,183.169998,177.690002,179.300003,157.380661,1437700
2021-01-05,179.619995,179.750000,177.509995,179.119995,157.222641,1683200
2021-01-06,181.610001,194.809998,181.160004,193.380005,169.739395,4452300
2021-01-07,197.240005,199.300003,195.009995,198.809998,174.505554,2788800
2021-01-08,196.979996,200.860001,196.979996,199.679993,175.269211,1867400
2021-01-11,198.520004,200.330002,197.009995,198.940002,174.619705,1399200
2021-01-12,199.289993,202.100006,198.570007,201.490005,176.857956,1631700
2021-01-13,202.470001,205.050003,197.669998,197.949997,173.750717,1973800
2021-01-14,198.240005,198.929993,193.729996,194.139999,170.406509,1330000
2021-01-15,192.660004,193.679993,191.139999,191.820007,168.370087,1376700
2021-01-19,193.220001,194.350006,191.029999,192.199997,168.703644,1528200
2021-01-20,192.279999,192.740005,188.860001,189.830002,166.623383,1217500
2021-01-21,189.449997,189.449997,186.070007,186.199997,163.437119,1424300
2021-01-22,185.509995,185.949997,183.889999,184.039993,161.541214,1135600
2021-01-25,183.690002,185.119995,182.070007,184.369995,161.830872,1350700
2021-01-26,184.610001,185.339996,183.020004,183.750000,161.286636,1248900
2021-01-27,182.470001,183.520004,177.729996,178.789993,156.932999,2261300
2021-01-28,180.509995,185.250000,179.820007,182.470001,160.163086,1514600
2021-01-29,180.770004,183.059998,177.910004,181.740005,159.522385,1829400
2021-02-01,184.639999,188.899994,182.910004,187.440002,164.525574,1582700
2021-02-02,189.449997,193.639999,189.220001,192.009995,168.536880,1628500
2021-02-03,193.199997,193.380005,190.500000,191.990005,168.519318,1296800
2021-02-04,192.940002,194.839996,192.160004,193.529999,169.871033,1394300
2021-02-05,194.089996,194.449997,188.429993,191.389999,167.992676,1741400
2021-02-08,192.940002,193.669998,190.240005,191.740005,168.299927,2071100
2021-02-09,193.000000,195.539993,191.229996,191.970001,168.501740,2026300
2021-02-10,191.119995,192.190002,182.660004,185.199997,162.559402,2688300
2021-02-11,185.759995,186.289993,179.690002,182.710007,160.373810,2515000
2021-02-12,182.860001,184.589996,182.110001,184.369995,161.830872,1441400
2021-02-16,185.089996,189.899994,183.000000,189.410004,166.254700,2677700
2021-02-17,189.419998,191.899994,187.220001,191.139999,167.773239,1513800
2021-02-18,190.050003,194.240005,189.720001,193.990005,170.274826,1497200
2021-02-19,194.970001,196.460007,192.889999,195.070007,171.222809,1432400
2021-02-22,194.009995,195.880005,191.509995,195.470001,171.573898,2022700
2021-02-23,195.470001,199.759995,194.000000,198.750000,174.452911,3454400
2021-02-24,199.839996,202.910004,198.919998,200.699997,176.164536,1681900
2021-02-25,202.869995,207.440002,202.009995,204.800003,179.763306,2398100
2021-02-26,206.169998,206.179993,198.529999,199.699997,175.286789,2689400
2021-03-01,202.059998,211.589996,202.050003,209.699997,184.064301,2418600
2021-03-02,208.899994,209.419998,206.089996,206.639999,181.378357,1593400
2021-03-03,206.380005,208.779999,205.520004,205.800003,180.641037,1406100
2021-03-04,206.809998,208.009995,204.000000,207.020004,181.711899,2136800
2021-03-05,209.000000,215.639999,208.190002,213.919998,187.768387,3186200
2021-03-08,214.550003,216.750000,210.770004,214.039993,187.873718,2451000
2021-03-09,212.399994,213.889999,209.169998,209.720001,184.859161,2500200
2021-03-10,209.490005,210.220001,204.410004,206.639999,182.144226,1990000
2021-03-11,205.289993,207.440002,203.110001,205.610001,181.236374,1823600
2021-03-12,206.759995,209.710007,205.770004,209.149994,184.356674,1706600
2021-03-15,209.080002,209.990005,205.820007,209.089996,184.303802,1439400
2021-03-16,208.990005,209.970001,205.779999,207.119995,182.567337,1247300
2021-03-17,209.110001,209.259995,206.149994,206.580002,182.091354,1577500
2021-03-18,207.820007,210.300003,205.130005,205.779999,181.386185,1650800
2021-03-19,204.690002,204.690002,200.800003,202.660004,178.636063,4850200
2021-03-22,200.220001,202.779999,198.940002,199.350006,175.718445,1339800
2021-03-23,199.630005,201.009995,197.389999,199.929993,176.229645,1471800
2021-03-24,201.470001,205.850006,201.020004,204.779999,180.504745,1452400
2021-03-25,203.779999,205.660004,201.000000,205.250000,180.919022,1119400
2021-03-26,204.919998,208.770004,203.630005,208.440002,183.730865,1286700
2021-03-29,206.850006,209.470001,205.039993,208.970001,184.198013,1016500
2021-03-30,209.399994,209.399994,204.309998,204.940002,180.645782,1032400
2021-03-31,203.509995,205.779999,203.250000,204.229996,180.019928,1606300
2021-04-01,205.199997,206.279999,203.740005,206.089996,181.659424,1243000
2021-04-05,206.990005,208.369995,206.169998,207.440002,182.849396,1072000
2021-04-06,209.270004,209.389999,204.389999,205.089996,180.777985,1115900
2021-04-07,204.809998,205.880005,202.979996,204.339996,180.116882,1099300
2021-04-08,204.550003,205.250000,201.809998,202.740005,178.706528,1189700
2021-04-09,204.000000,204.979996,202.529999,204.630005,180.372528,1052200
