Date,Dividends
2021-03-11,0.163333
2021-06-10,0.180000
2021-09-09,0.180000
2021-12-02,0.180000
2022-03-10,0.180000
2022-06-09,0.200000
2022-09-15,0.200000
2022-12-01,0.200000
2023-03-16,0.200000
2023-06-15,0.220000
2023-09-14,0.220000
2023-12-07,0.220000
